route,corridor,from_terminus,to_terminus,sacco,permit_no,coverage,hits_of_total,via_raw,confidence,VERDICT
116,,Koja,Limuru Terminus,KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,NTR-00340,0.67,2/3,"khoja, banana, limuru",medium,
116,,Koja,Limuru Terminus,KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,ADR-MDMSADY,0.67,2/3,"khoja, limuru, banana",medium,
116,,Koja,Limuru Terminus,UNIMAX CLASSIC TRAVELLERS SACCO,NTR-00340,0.67,2/3,"khoja, banana, limuru",medium,
116,,Koja,Limuru Terminus,KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,ADR-8LMSV8D,0.50,2/4,"nairobi, limuru,kiambu, banana",low,
118,,Koja,Wangige Stage,HOME SACCO LIMITED,ADR-YM3S6DR,0.67,2/3,"khoja, westlands, wangige",medium,
118,,Koja,Wangige Stage,HOME SACCO LIMITED,ADR-ZZJSQAV,0.67,2/3,"khoja, wangige, westlands",medium,
118,,Koja,Wangige Stage,RWAKEN INVESTMENTS LIMITED,NTR-00948,0.67,2/3,"nairobi, within, nairobi",medium,
118,,Koja,Wangige Stage,WALOKANA MULTIPURPOSE CO-OPERATIVE SOCIETY LTD,ADR-REOSZQO,0.67,2/3,"khoja, wangige, westlands",medium,
118,,Koja,Wangige Stage,HOME SACCO LIMITED,ADR-MDMSQ73,0.60,3/5,"khoja, westlands,wangige,ngecha, peponi rd",low,
119,,Koja,Wangige Health Centre,HOME SACCO LIMITED,ADR-YM3S6DR,0.67,2/3,"khoja, westlands, wangige",medium,
119,,Koja,Wangige Health Centre,HOME SACCO LIMITED,ADR-ZZJSQAV,0.67,2/3,"khoja, wangige, westlands",medium,
119,,Koja,Wangige Health Centre,KIAMBU MARAFIKI SACCO LTD,NTR-00201901180908040,0.67,2/3,"ngara, kiambu, githunguri",medium,
119,,Koja,Wangige Health Centre,WALOKANA MULTIPURPOSE CO-OPERATIVE SOCIETY LTD,ADR-REOSZQO,0.67,2/3,"khoja, wangige, westlands",medium,
119,,Koja,Wangige Health Centre,HOME SACCO LIMITED,ADR-MDMSQ73,0.60,3/5,"khoja, westlands,wangige,ngecha, peponi rd",low,
11A,,Odeon Terminus,Kwa Mosque/Highridge Mwisho,KILLETON COMMUTERS SERVICES SAVINGS AND CREDIT COOPERATIVE LTD,ADR-BQ9SQR6,0.50,2/4,"odeon, highridge, pangani, ndenderu",low,
11A,,Odeon Terminus,Kwa Mosque/Highridge Mwisho,RUNKA SERVICES COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,ADR-8LMSVOQ,0.50,2/4,"odeon, highridge, pangani, ndenderu",low,
11B,,Koja,Mayfair,,,,,,unknown,
11C,,Odeon,Pangani Terminal,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,NTR-00101,0.60,3/5,"odeon, ngara,pangani,unep, wangige",low,
11C,,Odeon,Pangani Terminal,KILLETON COMMUTERS SERVICES SAVINGS AND CREDIT COOPERATIVE LTD,ADR-BQ9SQR6,0.50,2/4,"odeon, highridge, pangani, ndenderu",low,
11C,,Odeon,Pangani Terminal,RUNKA SERVICES COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,ADR-8LMSVOQ,0.50,2/4,"odeon, highridge, pangani, ndenderu",low,
11F,,Odeon,Ruaka Stage,RUNKA SERVICES COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,ADR-YM3SELZ,0.50,3/6,"odeon, bypass,githogoro,ruaka,karura, kikuyu",low,
11F,,Odeon,Ruaka Stage,THOMAT SAVINGS AND CREDIT COPPERATIVE SOCIETY LIMITED,ADR-BQ9S7OR,0.50,2/4,"odeon, thika road, thome, ruaka",low,
125,,Railways,Kware,MATATU CREW ASSOCIATION SACCO,NTR-00202011131535140,0.67,2/3,"Railways, Knh Karen Ngong via Ngong rd Kiserian, Ongata Rongai",medium,
125,,Railways,Kware,Nailepu Travellers Sacco,ADR-JY7SLBZ,0.67,2/3,"Nairobi, Kitengela Sultan Hamud Emali Kimana Loitoktok Namanga Bissil Kajiado Isinya Kiserian Ngong, Rongai",medium,
125,,Railways,Kware,ONGATA LINE TRANSPORTERS LIMITED,ADR-537H6MR,0.67,2/3,"railways, kiserian, ongata rongai",medium,
125,,Railways,Kware,ongata rongai bus services,NTR-00202106141134550,0.67,2/3,"ongata rongai, bomas railways, Kitengela",medium,
125,,Railways,Kware,ongata rongai bus services,ADR-POKSK2Q,0.67,2/3,"railways, ongata rongai, kiserian",medium,
126,,Railways,Kiserian,ONGATA LINE TRANSPORTERS LIMITED,ADR-537H6MR,1.00,3/3,"railways, kiserian, ongata rongai",high,
126,,Railways,Kiserian,ongata rongai bus services,ADR-POKSK2Q,1.00,3/3,"railways, ongata rongai, kiserian",high,
126,,Railways,Kiserian,ongata rongai bus services,ADR-VYASAY9,1.00,3/3,"railways, kiserian, ongata rongai",high,
126,,Railways,Kiserian,OROKISE SACCO LTD,ADR-JY7SQ5E,1.00,3/3,"railways, ongata rongai, kiserian",high,
126,,Railways,Kiserian,OROKISE SACCO LTD,ADR-POKSMA5,1.00,3/3,"railways, kiserian, ongata rongai",high,
129,,Kikuyu Terminus,Wangige Stage,KIWALIRU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00663,0.50,2/4,"kikuyu, wangige, limuru, kiambu",low,
129,,Kikuyu Terminus,Wangige Stage,KIWALIRU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-7WRS9BP,0.50,2/4,"kikuyu, wangige, limuru, ruiru",low,
129,,Kikuyu Terminus,Wangige Stage,KIWALIRU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-BQ9SQAV,0.50,2/4,"kikuyu, ruiru,wangige, limuru",low,
129,,Kikuyu Terminus,Wangige Stage,KIWALIRU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-REOSZ9Q,0.50,2/4,"kikuyu, kiambu,wangige, limuru",low,
12C,,Bus Station,Container/New Apostolic Church,,,,,,unknown,
12D,,Bus Station,Highway Estate,,,,,,unknown,
135,,Kaka Terminal,Limuru Town Terminal,2KW SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00494,0.67,2/3,"nairobi, limuru, nakuru",medium,
135,,Kaka Terminal,Limuru Town Terminal,COSY TRAVEL LIMITED,NTR-0078,0.67,2/3,"odeon, westlands, kangemi",medium,
135,,Kaka Terminal,Limuru Town Terminal,COSY TRAVEL LIMITED,ADR-Q5LC6JA,0.67,2/3,"odeon, kangemi, westlands",medium,
135,,Kaka Terminal,Limuru Town Terminal,KANGEMI MATATU OWNERS SACCO,NTR-0078,0.67,2/3,"odeon, westlands, kangemi",medium,
135,,Kaka Terminal,Limuru Town Terminal,KANGEMI MATATU OWNERS SACCO,ADR-K9BF6AW,0.67,2/3,"odeon, westlands, kangemi",medium,
14A,,Bus Station,Strathmore/Siwaka,RWAKEN INVESTMENTS LIMITED,NTR-00948,0.67,2/3,"nairobi, within, nairobi",medium,
14A,,Bus Station,Strathmore/Siwaka,WEST MADARAKA ROUTE 14 COOPERATIVE SACCO.,ADR-BQ9SQ86,0.67,2/3,"bus station, west madaraka, langata rd, strathmore",medium,
14A,,Bus Station,Strathmore/Siwaka,WEST MADARAKA ROUTE 14 COOPERATIVE SACCO.,ADR-REOSZ5E,0.67,2/3,"bus station, madaraka estate,west madaraka, langata rd",medium,
14A,,Bus Station,Strathmore/Siwaka,WEST MADARAKA ROUTE 14 COOPERATIVE SACCO.,ADR-MDMSJ2R,0.67,2/3,"bus station, strathmore,west madaraka, langata rd",medium,
14B,,Bus Station,T-Mall,RWAKEN INVESTMENTS LIMITED,NTR-00948,0.67,2/3,"nairobi, within, nairobi",medium,
17A,,Rounda,Calvary,,,,,,unknown,
18C,,Kanisani,Eastleigh Terminal,,,,,,unknown,
23W,,Nation Building Terminal,Westlands Terminal,,,,,,unknown,
24C,,Kencom,Karen,KIBERA BURETI SACCO,ADR-MDMSKW8,0.67,2/3,"railways, kibera, ngong road",medium,
24C,,Kencom,Karen,KIBERA BURETI SACCO,ADR-ZZJS9OP,0.67,2/3,"railways, ngong road, kibera",medium,
24C,,Kencom,Karen,KIBERA MATATU OWNERS COOPERATIVE SAVINGS AND CREDIT SOCIETY LIMITED,ADR-EPJSA7P,0.67,2/3,"railways, ngong road, kibera",medium,
24C,,Kencom,Karen,KIBERA MATATU OWNERS COOPERATIVE SAVINGS AND CREDIT SOCIETY LIMITED,ADR-7WRS7R8,0.67,2/3,"railways, kibera, ngong road",medium,
24C,,Kencom,Karen,KIRAGI TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-WZ9S3Q6,0.67,2/3,"railways, kibera, ngong road",medium,
26S,,Aquinas,Kariobangi,,,,,,unknown,
32A,,Kencom,Ayani,RWAKEN INVESTMENTS LIMITED,NTR-00948,0.67,2/3,"nairobi, within, nairobi",medium,
32D,,Terminal Otc,Dandora Terminal,ALDANA TRAVELLERS SACCO,ADR-BQ9SQJ9,0.50,2/4,"dandora, juja road,kariokor, gikomba",low,
32D,,Terminal Otc,Dandora Terminal,ECOSA TRAVELLERS SACCO,ADR-EPJSEZM,0.50,2/4,"dandora, juja road,kariokor, gikomba",low,
32D,,Terminal Otc,Dandora Terminal,HURUMA MINI-BUS SACCO LTD,ADR-REOSZB2,0.50,2/4,"huruma, pangani,kariokor, tusker",low,
33B,,Commercial,Baraka Estate,,,,,,unknown,
33C,,Commercial,Kobil,BURUBURU 58 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-REOSRLV,0.67,2/3,"buruburu, jogoo road, commercial",medium,
33C,,Commercial,Kobil,BURUBURU 58 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-YM3S6EM,0.67,2/3,"buruburu, commercial, jogoo road",medium,
33C,,Commercial,Kobil,BURUBURU 58 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-MDMSQA8,0.50,2/4,"commercial, buruburu,muthurwa, jogoo road",low,
33C,,Commercial,Kobil,DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-MDMSJLB,0.50,2/4,"city stadium, jogoo road,buru buru, dandora",low,
33C,,Commercial,Kobil,DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-YM3SBMA,0.50,2/4,"city stadium, dandora,jogoo road, buru buru",low,
33H,,Carbanas,By Pass,,,,,,unknown,
33J,,Carbanas,Githunguri,,,,,,unknown,
34B,,Ambassadeur,Jacaranda,DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-MDMSJLB,0.50,2/4,"city stadium, jogoo road,buru buru, dandora",low,
34B,,Ambassadeur,Jacaranda,DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-YM3SBMA,0.50,2/4,"city stadium, dandora,jogoo road, buru buru",low,
34B,,Ambassadeur,Jacaranda,DANDORA USAFIRI TRAVELLERS SACCO,ADR-Q5LC66E,0.50,2/4,"city stadium, jogoo road,buru buru, dandora",low,
34B,,Ambassadeur,Jacaranda,EASTLANDS EAGLES LIMITED,ADR-DB3T3R6,0.50,2/4,"city stadium, jogoo road,buru buru, dandora",low,
34B,,Ambassadeur,Jacaranda,EASTLANDS EAGLES LIMITED,ADR-3ZQSADR,0.50,2/4,"city stadium, dandora,jogoo road, buru buru",low,
34J,,Ambassadeur,Passenger Boarding,DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-MDMSJLB,0.50,2/4,"city stadium, jogoo road,buru buru, dandora",low,
34J,,Ambassadeur,Passenger Boarding,DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-YM3SBMA,0.50,2/4,"city stadium, dandora,jogoo road, buru buru",low,
34J,,Ambassadeur,Passenger Boarding,DANDORA USAFIRI TRAVELLERS SACCO,ADR-Q5LC66E,0.50,2/4,"city stadium, jogoo road,buru buru, dandora",low,
34J,,Ambassadeur,Passenger Boarding,EASTLANDS EAGLES LIMITED,ADR-DB3T3R6,0.50,2/4,"city stadium, jogoo road,buru buru, dandora",low,
34J,,Ambassadeur,Passenger Boarding,EASTLANDS EAGLES LIMITED,ADR-3ZQSADR,0.50,2/4,"city stadium, dandora,jogoo road, buru buru",low,
34L,,Kenyatta National Hospital,St.Marys Hospital,rasasi travellers limited,NTR-00370,0.80,4/5,"bus station, kenyatta,mbagathi road,langata,otiende, st marys",high,
34L,,Kenyatta National Hospital,St.Marys Hospital,ST. MARYS TRANSPORT SACCO SOCIETY,NTR-00370,0.80,4/5,"bus station, kenyatta,mbagathi road,langata,otiende, st marys",high,
34L,,Kenyatta National Hospital,St.Marys Hospital,ST. MARYS TRANSPORT SACCO SOCIETY,ADR-JY7S73Z,0.80,4/5,"bus station, st marys,kenyatta,mbagathi road,langata, otiende",high,
34L,,Kenyatta National Hospital,St.Marys Hospital,WEST MADARAKA ROUTE 14 COOPERATIVE SACCO.,ADR-BQ9SQ86,0.67,2/3,"bus station, west madaraka, langata rd, strathmore",medium,
34L,,Kenyatta National Hospital,St.Marys Hospital,WEST MADARAKA ROUTE 14 COOPERATIVE SACCO.,ADR-MDMSJ2R,0.67,2/3,"bus station, strathmore,west madaraka, langata rd",medium,
405,,City Stadium/Lusaka Road Junctn,Baricho Road Terminus,INDIMA (NJE) SACCO,ADR-VYASVJR,0.50,2/4,"bus station, mombasa road, lusaka road, industrial area, kwa njenga",low,
405,,City Stadium/Lusaka Road Junctn,Baricho Road Terminus,INDIMA (NJE) SACCO,ADR-K9BFEO7,0.50,2/4,"bus station, kwa njenga,lusaka road, industrial area, general motors",low,
44K,,Roysambu Terminus,Main Stage,,,,,,unknown,
45P,,Githurai,Proggie,UNIFIED INTERNATIONAL LIMITED,NTR-00201901041326070,0.67,2/3,"githurai, githurai, mwihoko",medium,
46B,,Terminal Tusker,Tounder Terminal,HURUMA MINI-BUS SACCO LTD,ADR-REOSZB2,0.75,3/4,"huruma, pangani,kariokor, tusker",medium,
46H,,Terminal Tusker,Johnsaga,HURUMA MINI-BUS SACCO LTD,ADR-REOSZB2,0.75,3/4,"huruma, pangani,kariokor, tusker",medium,
46K,,Kencom,Kawangware Mwisho,FASTRACK UNITED AND CREDIT COOPERATIVE SOCIETY,NTR-0042,0.67,2/3,"railways, yaya, kawangware",medium,
46K,,Kencom,Kawangware Mwisho,FASTRACK UNITED AND CREDIT COOPERATIVE SOCIETY,ADR-3ZQS3MO,0.67,2/3,"railways, kawangware, yaya",medium,
46K,,Kencom,Kawangware Mwisho,KAWANGWARE MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-0042,0.67,2/3,"railways, yaya, kawangware",medium,
46K,,Kencom,Kawangware Mwisho,KAWANGWARE MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-ZZJSJW2,0.67,2/3,"railways, kawangware, yaya",medium,
46K,,Kencom,Kawangware Mwisho,PALS MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-0042,0.67,2/3,"railways, yaya, kawangware",medium,
46Y,,Kencom,Yaya,,,,,,unknown,
48A,,Odeon Terminus,Lavington Shopping Centre/Shell,,,,,,unknown,
48B,,Odeon Terminus,Othaya Road Stage,,,,,,unknown,
48C,,Odeon Terminus,Yaya,COSY TRAVEL LIMITED,NTR-0078,0.67,2/3,"odeon, westlands, kangemi",medium,
48C,,Odeon Terminus,Yaya,COSY TRAVEL LIMITED,ADR-Q5LC6JA,0.67,2/3,"odeon, kangemi, westlands",medium,
48C,,Odeon Terminus,Yaya,KANGEMI MATATU OWNERS SACCO,NTR-0078,0.67,2/3,"odeon, westlands, kangemi",medium,
48C,,Odeon Terminus,Yaya,KANGEMI MATATU OWNERS SACCO,ADR-K9BF6AW,0.67,2/3,"odeon, westlands, kangemi",medium,
48C,,Odeon Terminus,Yaya,KANGEMI MATATU OWNERS SACCO,ADR-BQ9SQK6,0.67,2/3,"odeon, kangemi, westlands",medium,
48K,,Westlands,Co-Op Bank,WELKAN 48 TRAVELLERS SACCO SOCIETY LTD,ADR-ZZJSZA9,0.67,2/3,"westlands, lavington, kawangware",medium,
48K,,Westlands,Co-Op Bank,WELKAN 48 TRAVELLERS SACCO SOCIETY LTD,ADR-LZRSRM7,0.67,2/3,"westlands, kawangware, lavington",medium,
48O,,Odeon Terminus,Othaya Road,,,,,,unknown,
04SK,,Tuskys Ronald Ngala,Saika Junction,UMOINNER SACCO LTD,NTR-00397,0.75,3/4,"ronald ngala, jogoo road,umoja, innercore",medium,
04SK,,Tuskys Ronald Ngala,Saika Junction,UMOINNER SACCO LTD,ADR-6DBSDKP,0.75,3/4,"ronald ngala, innercore,jogoo road, umoja",medium,
04SK,,Tuskys Ronald Ngala,Saika Junction,UMOINNER SACCO LTD,NTR-00201909161142390,0.67,2/3,"Ronald Ngala, Jogoo road Shauri Moyo Outering road Kangundo road Saika, Ruia",medium,
04SK,,Tuskys Ronald Ngala,Saika Junction,UMOINNER SACCO LTD,ADR-LZRS36M,0.67,2/3,"ronald ngala, jogoo road, umoja innercore",medium,
04SK,,Tuskys Ronald Ngala,Saika Junction,UMOINNER SACCO LTD,ADR-WZ9S3D6,0.67,2/3,"ronald ngala, umoja innercore, jogoo road",medium,
107D,,Main Stage,Ruiru,UTAWALA BY-PASS TRAVELLERS SACCO,ADR-VYASZ2E,0.67,2/3,"city cabanas, ruiru, eastern bypass",medium,
107D,,Main Stage,Ruiru,UTAWALA BY-PASS TRAVELLERS SACCO,ADR-Q5LCBWP,0.67,2/3,"city cabanas, eastern bypass, ruiru",medium,
107D,,Main Stage,Ruiru,GITHIGA TRAVELLERS SACCO,ADR-JY7SZYO,0.50,2/4,"tommboya, githunguri,kiambu road, kiambu",low,
114R,,Ngara Stage,Limuru Terminus,,,,,,unknown,
114W,,Ngara Teminal,Limuru Town Terminal,2KW SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00494,0.67,2/3,"nairobi, limuru, nakuru",medium,
114W,,Ngara Teminal,Limuru Town Terminal,COSY TRAVEL LIMITED,NTR-0078,0.67,2/3,"odeon, westlands, kangemi",medium,
114W,,Ngara Teminal,Limuru Town Terminal,COSY TRAVEL LIMITED,ADR-Q5LC6JA,0.67,2/3,"odeon, kangemi, westlands",medium,
114W,,Ngara Teminal,Limuru Town Terminal,KANGEMI MATATU OWNERS SACCO,NTR-0078,0.67,2/3,"odeon, westlands, kangemi",medium,
114W,,Ngara Teminal,Limuru Town Terminal,KANGEMI MATATU OWNERS SACCO,ADR-K9BF6AW,0.67,2/3,"odeon, westlands, kangemi",medium,
119A,,Koja,Gathiga Mwisho,,,,,,unknown,
11_2,,Bus Station,Diamond Park Estate,TELAVIV TRAVELLERS LIMITED,ADR-MDMSQ8O,0.75,3/4,"ngumo, south c, south b, industrial area",medium,
11_2,,Bus Station,Diamond Park Estate,ARBAB VENTURES LIMITED,NTR-00201905131607200,0.67,2/3,"South c, iindustrial arealikoni rdjogoo rdeastleighoutering rd mombasa rd, machakos",medium,
11_2,,Bus Station,Diamond Park Estate,ARBAB VENTURES LIMITED,ADR-JY7SLOJ,0.67,2/3,"South c, South bLikoni rdindustrial areaeastleighjogoo rdoutering rddonholmfedha, machakos",medium,
11_2,,Bus Station,Diamond Park Estate,KIMMA SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-EPJSAQK,0.67,2/3,"railway, machakos, athi river",medium,
11_2,,Bus Station,Diamond Park Estate,TELAVIV TRAVELLERS LIMITED,ADR-YM3S6Q9,0.67,2/3,"bus station, south c,southb, industrial area",medium,
126N,,Ngong Town,Kiserian,NANGKIS MATATU SACCO,ADR-537HWPB,0.67,2/3,"railways, ngong, kiserian",medium,
126N,,Ngong Town,Kiserian,NGONG TRAVELLERS SACCO,ADR-Q5LCMPP,0.67,2/3,"railways, ngong, kiserian",medium,
126N,,Ngong Town,Kiserian,NGONG TRAVELLERS SACCO,ADR-EPJSRKW,0.67,2/3,"railways, kiserian, ngong",medium,
126N,,Ngong Town,Kiserian,RONGAO SAVING AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-O68I8LQ,0.67,2/3,"ngong, kiserian, magandi",medium,
126N,,Ngong Town,Kiserian,NANGKIS MATATU SACCO,NTR-0095,0.50,2/4,"railways, rongai,kiserian, ngong",low,
145B,,By Pass,Ruiru,,,,,,unknown,
145D,,Super High Way,Ruiru,,,,,,unknown,
1960,,Ladhes Road/Otc,Kayole 1,FORWARD TRAVELLERS SACCO LTD,ADR-7WRS9Z9,1.00,3/3,"kayole, jogoo road, otc",high,
1960,,Ladhes Road/Otc,Kayole 1,KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-YM3SB8O,1.00,3/3,"kayole, jogoo road, otc",high,
1960,,Ladhes Road/Otc,Kayole 1,PINPOINT SOLUTION (K) LTD,ADR-EPJSEOJ,1.00,3/3,"kayole, jogoo road, otc",high,
1960,,Ladhes Road/Otc,Kayole 1,PINPOINT SOLUTION (K) LTD,ADR-2DVSRE2,1.00,3/3,"kayole, otc, jogoo road",high,
1960,,Ladhes Road/Otc,Kayole 1,prime  transcity limited,ADR-8LMSO95,1.00,3/3,"kayole, jogoo road, otc",high,
19C2,,Umoja Stage,Tushauriane,,,,,,unknown,
2030,,Terminal,Rounder,,,,,,unknown,
23KG,,Odeon Terminus,Kangemi Terminus,COSY TRAVEL LIMITED,NTR-0078,1.00,3/3,"odeon, westlands, kangemi",high,
23KG,,Odeon Terminus,Kangemi Terminus,COSY TRAVEL LIMITED,ADR-Q5LC6JA,1.00,3/3,"odeon, kangemi, westlands",high,
23KG,,Odeon Terminus,Kangemi Terminus,KANGEMI MATATU OWNERS SACCO,NTR-0078,1.00,3/3,"odeon, westlands, kangemi",high,
23KG,,Odeon Terminus,Kangemi Terminus,KANGEMI MATATU OWNERS SACCO,ADR-K9BF6AW,1.00,3/3,"odeon, westlands, kangemi",high,
23KG,,Odeon Terminus,Kangemi Terminus,KANGEMI MATATU OWNERS SACCO,ADR-BQ9SQK6,1.00,3/3,"odeon, kangemi, westlands",high,
23KS,,Ambassadeur,Kariobangi South Estate/Deliverance Church,DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-8LMSYLP,0.67,2/3,"dandora, city stadium, buruburu",medium,
23KS,,Ambassadeur,Kariobangi South Estate/Deliverance Church,DANDORA USAFIRI TRAVELLERS SACCO,ADR-VYASLLZ,0.67,2/3,"dandora, buruburu, city stadium",medium,
23KS,,Ambassadeur,Kariobangi South Estate/Deliverance Church,DANDORA USAFIRI TRAVELLERS SACCO,ADR-EPJSYY3,0.67,2/3,"dandora, city stadium, buruburu",medium,
23KS,,Ambassadeur,Kariobangi South Estate/Deliverance Church,EASTLANDS EAGLES LIMITED,NTR-00202109101404550,0.67,2/3,"city stadium, jogoo rd likoni rd lungalunga kangundo rd eastern bypass outering rd donholm saika dandora kariobangi roundabout buruburu, bahati",medium,
23KS,,Ambassadeur,Kariobangi South Estate/Deliverance Church,EASTLANDS EAGLES LIMITED,ADR-JY7S3YM,0.67,2/3,"dandora, buruburu, city stadium",medium,
24BK,,Nakumatt Galleria,Karen Road-Lang'Ata Road Junction,RWAKEN INVESTMENTS LIMITED,NTR-00948,0.67,2/3,"nairobi, within, nairobi",medium,
24BK,,Nakumatt Galleria,Karen Road-Lang'Ata Road Junction,TELAVIV TRAVELLERS LIMITED,NTR-00201901041436380,0.50,2/4,"south c, south b,likoni, eastleigh",low,
24BK,,Nakumatt Galleria,Karen Road-Lang'Ata Road Junction,TELAVIV TRAVELLERS LIMITED,ADR-REOSRMR,0.50,2/4,"bus station, mombasa road, south c, south b, hazina",low,
24BK,,Nakumatt Galleria,Karen Road-Lang'Ata Road Junction,TELAVIV TRAVELLERS LIMITED,ADR-MDMSQ8O,0.50,2/4,"ngumo, south c, south b, industrial area",low,
24BK,,Nakumatt Galleria,Karen Road-Lang'Ata Road Junction,TELAVIV TRAVELLERS LIMITED,ADR-8LMSEPZ,0.50,2/4,"bus station, hazina,mombasa road, south c, south b",low,
33DC,,Doni,Kobil,,,,,,unknown,
33DP,,Muthurwa,Rounda,EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,NTR-00259,0.67,2/3,"embakasi, jogoo road, muthurwa",medium,
33DP,,Muthurwa,Rounda,EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,NTR-0039,0.67,2/3,"muthurwa, jogoo road, embakasi",medium,
33DP,,Muthurwa,Rounda,EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,ADR-537HY73,0.67,2/3,"embakasi, muthurwa, jogoo road",medium,
33DP,,Muthurwa,Rounda,PINPOINT SOLUTION (K) LTD,NTR-00439,0.67,2/3,"bus station, jogoo road,kayole, muthurwa",medium,
33DP,,Muthurwa,Rounda,PINPOINT SOLUTION (K) LTD,ADR-MDMSJVR,0.67,2/3,"muthurwa, jogoo road, kayole",medium,
33NG,,St.Peters Clavers Primary School/Salvation Army/Otc,Ngumo Market,RWAKEN INVESTMENTS LIMITED,NTR-00948,0.67,2/3,"nairobi, within, nairobi",medium,
33SB,,Ngumo Stage,South B Stage,TELAVIV TRAVELLERS LIMITED,ADR-MDMSQ8O,0.75,3/4,"ngumo, south c, south b, industrial area",medium,
33SB,,Ngumo Stage,South B Stage,TELAVIV TRAVELLERS LIMITED,NTR-00201901041436380,0.50,2/4,"south c, south b,likoni, eastleigh",low,
33SB,,Ngumo Stage,South B Stage,TELAVIV TRAVELLERS LIMITED,ADR-REOSRMR,0.50,2/4,"bus station, mombasa road, south c, south b, hazina",low,
33SB,,Ngumo Stage,South B Stage,TELAVIV TRAVELLERS LIMITED,ADR-8LMSEPZ,0.50,2/4,"bus station, hazina,mombasa road, south c, south b",low,
33TP,,Commercial,Transami,,,,,,unknown,
3738,,Soko,Quickmart,,,,,,unknown,
110AK,,Devki,Kitengela,,,,,,unknown,
126RK,,Kware,Kiserian Terminus,OROMATS SACCO SOCIETY LTD,ADR-WZ9S937,0.67,2/3,"nairobi, kiserian, magadi",medium,
126RK,,Kware,Kiserian Terminus,RONGAO SAVING AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-WZ9S937,0.67,2/3,"nairobi, kiserian, magadi",medium,
126RK,,Kware,Kiserian Terminus,RWAKEN INVESTMENTS LIMITED,NTR-00948,0.67,2/3,"nairobi, within, nairobi",medium,
126RK,,Kware,Kiserian Terminus,SERIAN SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-LZRSRJD,0.67,2/3,"nairobi, kiserian, magadi",medium,
126RK,,Kware,Kiserian Terminus,ST. MARYS TRANSPORT SACCO SOCIETY,NTR-00857,0.67,2/3,"NAIROBI, KISERIAN, MAGADI AND BACK",medium,
16/62,,Bus Station Terminal,Kanisani,HURUMA MINI-BUS SACCO LTD,ADR-REOSZB2,0.50,2/4,"huruma, pangani,kariokor, tusker",low,
17Aky,,Eastleigh Terminal,Kayole 1,DIX-HULT MATATU OWNER SACCO,ADR-A5AC8Z7,0.67,2/3,"kayole, komarocksmolemjuja road, eastleigh",medium,
